study_version,item_id,topic_id,topic,condition_code,pipeline_family,freek_style,text,model,result_sha256
acl-1,T02-E2,T02,"Jeugd, school en de Zeeuwse jaren",E2,validated_gtvh,freek,"Bij ons op de Zeeuwse school mocht je alles vragen, mits je eerst stil was en je vinger opstak. Ik beantwoordde eens een vraag die de meester liet hangen; mijn mondeling ging omlaag. Het rapport was helder: ‘Denkt zelfstandig; moet daarom leren zwijgen.’",gpt-5.6-terra,a7a0778ed49d2ce11b3bdf03c447b22b112119f22c0ad9c9d4265352411818bc
acl-1,T03-A1,T03,"Religie, kerk en geloof",A1,baseline,none,"Ik vroeg de pastoor waarom de collecte altijd contant moest. Hij zei: ""Omdat God alles ziet."" Ik zei: ""Mooi, dan kan Hij ook mijn pinpas lezen.""",gpt-5.6-terra,e4d3d69ab7df7160cf92a1503d3ed8e7878a78df6af04a6385867e3bd05dfdbe
acl-1,T03-A2,T03,"Religie, kerk en geloof",A2,baseline,freek,"Ik ben weer naar de kerk geweest. Prachtige akoestiek: je hoort daar zelfs je eigen twijfels terugkomen. Alleen God had blijkbaar een slechte verbinding; steeds als ik iets vroeg, kreeg ik een collecteformulier.",gpt-5.6-terra,81311d62c5fe203c9d20371d6dd121db1a46d7187a8eb0688c9f148814de72f3
acl-1,T03-C1,T03,"Religie, kerk en geloof",C1,script_opposition,none,"De voorganger deed een ontroerend gebed, zo ontroerend dat de vrouw naast me haar zakdoek al klaar had. Hij keek op en zei: „Mooi, maar tweede bank: jullie tranen pas bij het blauwe licht.”",gpt-5.6-terra,e4658425ca77900b88885a5b8bded426a11ec3b0e9306ad6b24c82f9889acba5
acl-1,T03-C2,T03,"Religie, kerk en geloof",C2,script_opposition,freek,"Ik dacht dat ik in de kerk zat: stoelen in rijen, stilte, een lezing over verantwoordelijkheid. Daarna ging de intekenlijst rond voor de zorg aan mevrouw De Vries, per dagdeel. De wethouder zei: “Amen, en wie dinsdag niet kan, regelt zelf een vervanger.”",gpt-5.6-terra,5cb050ba0051a50df32be589c5913049893f5c0f1c717d9b3ab566967279766c
acl-1,T03-E1,T03,"Religie, kerk en geloof",E1,validated_gtvh,none,"Bij het gezang hield iedereen de blik strak vooruit, terwijl de voorganger zijn houding bij de kansel nauwkeurig vasthield voor het uitgesproken gebed. Na amen klonk achterin: Figuranten, minder vroom; we doen hem opnieuw. Cut.",gpt-5.6-terra,3e64fa4f5a48efffaa381cdfcfcd561c45dbc0ecfd2a27e7bdfa6bbbb4b79c57
acl-1,T03-E2,T03,"Religie, kerk en geloof",E2,validated_gtvh,freek,"In de kerk bidden we voor wie het moeilijk heeft, noemen we de zieken en gaat de schaal rond; na afloop helpt een vrijwilliger met vergeving. De dominee wijst naar bank drie: „Neemt u wel uw laatste drie bankafschriften mee.”",gpt-5.6-terra,6d16b96674d53cf7a609282daa449b8bdca63cd86b1e8ebb8b8667f268eab7bf
acl-1,T04-A1,T04,Nederlandse politiek en bestuur,A1,baseline,none,In Den Haag zeggen ze dat het kabinet eindelijk daadkracht toont. Klopt: ze hebben unaniem besloten een commissie op te richten die onderzoekt waarom niemand ooit iets besluit.,gpt-5.6-terra,75d306b0c993a7bda19a2546632fdb104866c7f939e2bdbfb8e1b81b1049337d
acl-1,T04-A2,T04,Nederlandse politiek en bestuur,A2,baseline,freek,"In Den Haag zeggen ze dat het kabinet ‘demissionair’ is. Dat klinkt ernstig, maar het betekent gewoon: iedereen is ontslagen, alleen niemand durft de sleutel van het Torentje in te leveren.",gpt-5.6-terra,283254bb13f9232fccf26fccc760fe527e74010d16330458f90f125592f65013
acl-1,T04-C1,T04,Nederlandse politiek en bestuur,C1,script_opposition,none,"Na weken onderhandelen sprak iedereen over draagvlak, verantwoordelijkheid en moeilijke keuzes. Toen een partijleider Volksgezondheid weigerde omdat daar geen eigen parkeergarage bij zat, snapte ik eindelijk waarom het regeerakkoord een leaseplan heet.",gpt-5.6-terra,88084635cf7029587921dae13ae8252b2e8621151f9208ac4258a1bfc82ea313
acl-1,T04-C2,T04,Nederlandse politiek en bestuur,C2,script_opposition,freek,Na een spoedoverleg tot middernacht zei de minister dat alle feiten op tafel lagen. Toen keek hij bedroefd in de camera: „Ik ben zelf ook geschrokken van wat mijn ministerie mij niet heeft verteld.” Daar stond de brandweerman met het luciferdoosje.,gpt-5.6-terra,682e6d7e2d5c3660ff5680f5d9460ef0da74a083491271b0baf1610f5a6bebd2
acl-1,T04-E1,T04,Nederlandse politiek en bestuur,E1,validated_gtvh,none,"De minister kreeg bij het zorgdebat dertig seconden per antwoord, terwijl de voorzitter interrupties afkapte en het publiek juichte om de beste oneliner. Na de eindstemming verschenen de scores op het scherm; de winnaar krijgt de jackpot.",gpt-5.6-terra,bc0178eb875cfdeed72b27adbb71abfebbb1640e064fbb252c229d8ae174c812
acl-1,T04-E2,T04,Nederlandse politiek en bestuur,E2,validated_gtvh,freek,"Mijn herstelbrief beloofde maatwerk; voor hulp belde ik en zocht oude brieven. De hulpdienst vroeg een verklaring van het loket zonder dossier: ""Bij ontbrekende gegevens kunnen wij niet vaststellen dat u door onze fout bent geraakt""—ik ben iemand die statistisch niet bestaat.",gpt-5.6-terra,e2e2e47719ebc5e2e213b80795aaee8d23d6d799870344dbedba565ced33cdad
acl-1,T05-A1,T05,"Oorlog, vrede en geweld",A1,baseline,none,Ik vroeg mijn opa hoe hij na de oorlog weer rust vond. Hij zei: „Door elke avond naar het journaal te kijken; dan lijkt mijn burenruzie ineens op een vredesmissie.”,gpt-5.6-terra,f22998d1beab9b5d5e7f75a4f6aa8f1f94c0e0ad5b39c11a314dbddc361cb6db
acl-1,T05-A2,T05,"Oorlog, vrede en geweld",A2,baseline,freek,"De minister zei dat vrede begint met dialoog. Dus stuurden we twee generaals naar elkaar toe, zonder tolk: eindelijk een gesprek dat meteen in hun eigen taal escaleerde.",gpt-5.6-terra,d9f14feae93ddeb3240b6814102c7a0a9bbd19ffef399086a83d351f59b4228e
acl-1,T05-C1,T05,"Oorlog, vrede en geweld",C1,script_opposition,none,Bij de grens zat iedereen strak in uniform aan de onderhandelingstafel. Na de handtekeningen vroeg een man met koptelefoon of de ontploffing en het huilende kind nog één keer konden. De eerste take had de pen in beeld.,gpt-5.6-terra,8eeab730efc1e6b935526c5eedb5ff89fe9c527489174cd31c78cf0894f796ce
acl-1,T05-C2,T05,"Oorlog, vrede en geweld",C2,script_opposition,freek,"Bij de vredestop kwamen de delegaties met dossiers, beveiliging en een plant voor de foto. De hulporganisatie vroeg om een veilige corridor; de voorzitter glunderde: volgend jaar bespreken we eindelijk het tijdpad. Die plant was dus de enige die wél ergens naartoe mocht groeien.",gpt-5.6-terra,d407cf34ebb15e4a73ae940ac2b6359777d16d0a1a9e4f95dfe1f59a8d771423
acl-1,T05-E1,T05,"Oorlog, vrede en geweld",E1,validated_gtvh,none,"Twee landen stonden tegenover elkaar, verdedigden elk hun eigen gebied en schreeuwden dat de andere partij de afspraken brak. De neutrale bemiddelaar legde de strijd stil, trok een rode kaart en wees naar de strafschopstip.",gpt-5.6-terra,81d0b8549caa738976747a8f7af0146de4e15f5e7f8da1e410793cf381e9a1e9
acl-1,T05-E2,T05,"Oorlog, vrede en geweld",E2,validated_gtvh,freek,"De veilige evacuatiecorridor was voorbeeldig geregeld: bussen, water, controleposten, omroepen en voor iedereen de belofte van tijdelijke opvang. Bij het instappen kreeg elk gezin een reispasje; achterop stond alvast de sloopvergunning.",gpt-5.6-terra,6c7ab25954c4f858650e0c8114b5b3f966664f71046410965482275a76c75d37
acl-1,T06-A1,T06,Ouder worden en sterfelijkheid,A1,baseline,none,"Mijn huisarts zei: „Op uw leeftijd moet u nadenken over uw nalatenschap.” Ik zei: „Prima, maar kan ik eerst mijn wachtwoord opschrijven?” Hij zei: „Nee hoor, uw kinderen gokken toch liever op uw gezicht bij Face ID.”",gpt-5.6-terra,48a636cefb805eeafdaa23aec5c9ffcaa03bbdbaef769f8e009744ecfbf25565
acl-1,T06-A2,T06,Ouder worden en sterfelijkheid,A2,baseline,freek,"Ik heb eindelijk mijn testament geregeld. De notaris zei: „Dat geeft rust.” Ik zei: „Mooi, want als ik straks rust heb, wil ik niet dat mijn kinderen denken dat ik eindelijk ben gaan uitslapen.”",gpt-5.6-terra,c8af4515a4e39b25c01533fac62fd28bf9b3c55a838fca2d18195936f4a36041
acl-1,T06-C1,T06,Ouder worden en sterfelijkheid,C1,script_opposition,none,"Oma had ons allemaal rond haar bed geroepen voor afscheid; zelfs de verpleegkundige hield haar hand vast. Na haar laatste zucht ging ze rechtop zitten: ""Mooi, maar wie heeft mijn sterfbed op de tape-markering gezet?""",gpt-5.6-terra,e08d8509680d332afb7478165d0e3efdaa4030ab13a17ee1a6b8afa03eabd1cf
acl-1,T06-C2,T06,Ouder worden en sterfelijkheid,C2,script_opposition,freek,"Bij de gemeente kregen we uitleg over langer thuis wonen: alarmknop, traplift, maaltijdservice, en wie de reservesleutel heeft. Daarna kreeg mijn buurman een certificaat zelfredzaamheid. Onderaan stond: geldig tot eerste druk op de ontruimingsknop.",gpt-5.6-terra,f5253eb3d282f8526e99fe9923d14c8bb4a6fd93dcc32b3387db603a79a810be
acl-1,T06-E1,T06,Ouder worden en sterfelijkheid,E1,validated_gtvh,none,"Bij mijn gesprek over ouder worden vroeg de arts naar mijn medicijnen, wandelingen en of mijn kinderen later goed verzorgd zijn. Hij zei steeds: „U moet vooruitdenken.” Toen schoof hij een premietabel naar me toe en feliciteerde me met mijn lage overlijdensrisico.",gpt-5.6-terra,a07a3aae5db3c84e3a31033d6b359447a18312ec5b089a1b2b0ba73ee586a90b
acl-1,T06-E2,T06,Ouder worden en sterfelijkheid,E2,validated_gtvh,freek,"Mijn kinderen plaatsten een sleutelkluisje, medicijnherinneringen en een tablet: dan kon ik langer thuis wonen. Heel waardig, zeiden ze, vooral na dat gesprek over vallen. De badkamersensor stuurt alleen een bericht als ik niet normaal ben.",gpt-5.6-terra,9146ab1a99ed054230a8dd2771f92fb974faec5b4bd3146dc4ec120a45b91d20
acl-1,T07-A1,T07,"Gezondheid, ziekte en zorg",A1,baseline,none,"De huisarts zei: „U moet beter naar uw lichaam luisteren.” Dus ik meldde me ziek bij mijn werk, omdat mijn lichaam al drie weken alleen nog maar ‘uit bed blijven’ schreeuwde.",gpt-5.6-terra,a41af2cb89dd6ebdb8fc47dab6bf43cb7cf6a4f46f4abe12ce3104cdf1054c5c
acl-1,T07-A2,T07,"Gezondheid, ziekte en zorg",A2,baseline,freek,Bij de huisarts zei ik dat ik me steeds onzichtbaar voelde. Hij keek niet op van zijn scherm en zei: „Dan bent u hier precies op de goede plek.”,gpt-5.6-terra,4e601283232ec7b681bdc0aa06f626d9c427a178346ba12c331a84914a93c744
acl-1,T07-C1,T07,"Gezondheid, ziekte en zorg",C1,script_opposition,none,Bij de intake vroegen ze welke medicijnen ik gebruikte en legden ze alle risico’s rustig uit. Daarna vroegen ze of ik recent aan ander onderzoek had meegedaan; ik keek eerst naar de vergoeding en zei: „Alleen emotioneel.”,gpt-5.6-terra,ddeda528cfd2a2165cba42ac4301b51234ebe16b9bdf8f17c98c98c826ab882f
acl-1,T07-C2,T07,"Gezondheid, ziekte en zorg",C2,script_opposition,freek,"De assistente zei dat ze mijn situatie goed in beeld wilde brengen en vroeg naar pijn, koorts en ademhaling. Daarna kwam de beslissende vraag: ‘Kunt u de link bevestigen?’ Ik zei nee, en kreeg eindelijk een diagnose: te ingewikkeld voor zorg.",gpt-5.6-terra,db7f3d8ba21fa4bc290ef185018af31f7c3dec95c3691d51a3c3bea26a9e4efd
acl-1,T07-E1,T07,"Gezondheid, ziekte en zorg",E1,validated_gtvh,none,"De arts in zijn witte jas vraagt hoe lang de pijn duurt, luistert met zijn stethoscoop en zegt rustig dat de diagnose behandelbaar is. Dan kijkt hij naar de camera: ""Ik ben mijn diagnose kwijt—wie heeft mijn tekst?""",gpt-5.6-terra,cce1f41b03923c20ae630d0457561925986967669563ddd1f0a027124d9b38db
acl-1,T07-E2,T07,"Gezondheid, ziekte en zorg",E2,validated_gtvh,freek,"Voor het patiëntportaal noteerde ik: rugpijn al weken, pijnscore acht, en sinds vanochtend benauwdheid—netjes, want alarmsignalen moet je melden. Het systeem schreef: uw verhaal past helaas niet in een spoedcategorie; kiest u één klacht per consult—voor benauwdheid een nieuw ticket, geen arts.",gpt-5.6-terra,0d3ac51745cbf7916d1648b9a040acca8665b3a5316abf1242247091980b612e
acl-1,T08-A1,T08,"Liefde, huwelijk en seksualiteit",A1,baseline,none,Mijn vrouw zei dat we meer moeten experimenteren in bed. Dus ik droeg gisteren een witte jas en vroeg haar of ze allergisch was voor teleurstelling.,gpt-5.6-terra,a3eb4ec5b2d51458b95286e0ad674dd367fec99ed4b300d04ac97c798bd514b1
acl-1,T08-A2,T08,"Liefde, huwelijk en seksualiteit",A2,baseline,freek,"Mijn vrouw zei: „We moeten ons huwelijk spannender maken.” Dus ik fluister nu tijdens de seks: „Pas op, de hypotheekrente staat variabel.”",gpt-5.6-terra,670bbc7bceb8e2748b6d88d5bdac86da0570a9ed62c0aaf45d595e6a31ea44bd
acl-1,T08-C1,T08,"Liefde, huwelijk en seksualiteit",C1,script_opposition,none,"Mijn vriend nam me mee uit eten, knielde met een ring en zei trillend dat hij voor altijd van me hield. Ik zei ja, tot de ober mijn ring omwisselde en de regisseur riep: „Kus op je markering, neem twee.”",gpt-5.6-terra,22c2d2834d22cc68af5de0296dcffa884a8d4d98c98d9a486cd74386964977f9
acl-1,T08-C2,T08,"Liefde, huwelijk en seksualiteit",C2,script_opposition,freek,"Na de bruiloft namen we een gezinsabonnement, deelden agenda's en locaties; lekker veilig, zei mijn vrouw. Tijdens het diner ontgrendelde ze mijn telefoon met haar duim en zei: „Fijn, nu hoef ik je niet meer te vertrouwen op je woord.”",gpt-5.6-terra,4d5272d57736b9b06fb8b443a2330b34a2418f0b044a4a7c895bbf7508e96b12
acl-1,T08-E1,T08,"Liefde, huwelijk en seksualiteit",E1,validated_gtvh,none,"Tijdens de ceremonie beloofde mijn buurvrouw haar grote liefde een gezamenlijke toekomst; de muziek zwol aan en iedereen klapte toen ze elkaar omhelsden. Hij fluisterde: ""Wacht, de opname draait nog niet; anders wordt de bonus niet uitbetaald.""",gpt-5.6-terra,07e8d94fda8c265d70bda1f08b43f745bc8469331163e725c322fba7ac3ae2d6
acl-1,T08-E2,T08,"Liefde, huwelijk en seksualiteit",E2,validated_gtvh,freek,"Bij het aansnijden bedankte hij mij voor onze perfecte verdeling: ik deed boodschappen, familie en bloemen, hij volgde het lijstje. Daarna gaf ik hem een gedeelde digitale agenda met beheerdersrechten.",gpt-5.6-terra,18b9ecb86aaac82fb8c59abc59f89ff7eb4d7d418f0244981a3cc657aff5df33
acl-1,T09-A1,T09,Nederlandse identiteit en volksaard,A1,baseline,none,"Ze zeggen dat Nederlanders direct zijn. Mijn buurman zei: „Ik vind jouw mening waardeloos.” Ik dacht: eerlijkheid duurt het langst, tot hij er een Tikkie achteraan stuurde voor de tijd die hij eraan had besteed.",gpt-5.6-terra,190b341c26fff58dc6ea72a3ad25befca55aeb15f25ba0b4eb2931bd1c425529
acl-1,T09-A2,T09,Nederlandse identiteit en volksaard,A2,baseline,freek,"Nederlanders zeggen dat we zo direct zijn. Daarom plakken we op een ontevreden briefje aan de buren: ‘Misschien kunt u iets zachter boren?’ — en tekenen we: ‘Een bezorgde buurtbewoner, waarschijnlijk nummer 34.’",gpt-5.6-terra,d5c94b28efcbc3686f066f6d2b8457cd3b061bef740f33a732837d4245f4fbe3
acl-1,T09-C1,T09,Nederlandse identiteit en volksaard,C1,script_opposition,none,"Ik at bij een Nederlands gezin; iedereen had een taak, de boodschappenlijst lag klaar en na afloop kwam er keurig een betaalverzoek. De buurman pakte zijn telefoon, maar de gastheer gaf hem een envelop: „Jij hoeft niet te betalen, jij bent waarvoor we spaarden.”",gpt-5.6-terra,0161fa64dde65f66de734b621f83a52e40dfcc694771aeeb3f4e6773c6913425
acl-1,T09-C2,T09,Nederlandse identiteit en volksaard,C2,script_opposition,freek,"Bij ons bedrijf doen we aan Nederlandse directheid: ronde tafel, korte zinnen, geen gedoe. De manager zei: “Vat feedback niet persoonlijk op”; toen piepte mijn pas al rood en zei hij: “Daarom hebben we uw stoel alvast eerlijk leeggehaald.”",gpt-5.6-terra,9a575b721ad97e49f1a07fb697debf4826adc587fc4a28a570076827d5d2c948
acl-1,T09-E1,T09,Nederlandse identiteit en volksaard,E1,validated_gtvh,none,"Bij Het gesprek aan tafel kreeg een buitenlandse nieuwkomer koffie, een voorstelronde en directe vragen over planning. Ik dacht: mooi, iedereen mag meepraten—tot de voorzitter zei: “Even buiten wachten, we bespreken uw score.”",gpt-5.6-terra,09f5eb2363d5db0ae405513cf2ca8a38db96b2736e6f7cec95a2942b45fab807
acl-1,T09-E2,T09,Nederlandse identiteit en volksaard,E2,validated_gtvh,freek,"De manager zonder stropdas zei: bij de voornaam, titels tellen hier niet en koffie komt voor iedereen uit dezelfde automaat. De sollicitant tutoyeerde de directeur. HR noemde haar te vrijmoedig: ze moest de verhoudingen aanvoelen.",gpt-5.6-terra,4ae6e70c082c6c8d05de505170a81731a7aeba9c3a6496621c7ff9d596973501
acl-1,T10-A1,T10,"Werk, geld en economie",A1,baseline,none,"Mijn baas zei: ""We moeten allemaal efficiënter werken."" Sindsdien doet hij mijn werk, ik zijn vergaderingen, en de boekhouder mijn salaris. Gisteren kreeg ik een mail: ""Gefeliciteerd, je functie is winstgevend verdwenen.""",gpt-5.6-terra,428d04f608b365fc71eb605ce49bf960d14545ecd6aa57c7850d9a0f79a596cf
acl-1,T10-A2,T10,"Werk, geld en economie",A2,baseline,freek,"Mijn baas zei: „We moeten allemaal efficiënter werken.” Dus ik heb mijn pauze geschrapt. Nu eet ik mijn boterham tijdens de vergadering, en de vergadering tijdens mijn boterham.",gpt-5.6-terra,c94c1af21a34823d5c2ff65f39040fae2868a628edf0d9429794da6e0ffe5f1d
acl-1,T10-C1,T10,"Werk, geld en economie",C1,script_opposition,none,"Ik reed vorige week extra diensten voor die bezorgapp: uren geregistreerd, opdrachten afgerond, alleen maar vijf sterren. Na mijn recordweek stond er geen geld op mijn rekening, maar een filmploeg met een gouden bezorgtas: blijkbaar betaal ik mijn huur in exposure.",gpt-5.6-terra,1115d8adafa0b1504ab0a24c157afeb41b579ec400b3144c3e8128020b397224
acl-1,T10-C2,T10,"Werk, geld en economie",C2,script_opposition,freek,Bij onze kwartaalbijeenkomst steeg de omzet zo hard dat de directeur een bedankmail stuurde en iedereen een mok gaf: ‘Samen maken we meer mogelijk.’ Daarna kwam de dia: ‘Daarom kunnen we met twaalf procent minder mensen.’,gpt-5.6-terra,661d1345662d3f2d6f24b7b25714331f1559956ded876559ae7da74a06d9416b
acl-1,T10-E1,T10,"Werk, geld en economie",E1,validated_gtvh,none,"Mijn baas zei: ""Pak die extra uren, dan kun je eindelijk sparen."" Op mijn loonstrook stond meer bruto, dus ik zette de opvang alvast op extra dagen. De toeslaginstantie stuurde daarna een terugvordering; blijkbaar was mijn opslag precies groot genoeg voor netto minder over.",gpt-5.6-terra,326ce2a2c0b7ac0f55e89a8a2a1aba2ebb9e574c87126bdec89c4a7db583af68
acl-1,T10-E2,T10,"Werk, geld en economie",E2,validated_gtvh,freek,"De directie noemde het komende jaar uitdagend en prees onze flexibiliteit; op het scherm glansde recordwinst, alsof de wekker eindelijk rendement gaf. Toen kwam de mail: wie flexibel genoeg was, mocht elders werk zoeken; de bespaarde salarissen heetten kostenbesparing.",gpt-5.6-terra,6d530a868cdd259be9f0401eecaa8cc1e37a1a277bfef86ae0fe34d24170640a
acl-1,T11-A1,T11,"Media, technologie en mobiele telefoons",A1,baseline,none,"Mijn telefoon zei vanochtend: ‘Je schermtijd is deze week met twintig procent gestegen.’ Ik voelde me eindelijk ergens succesvol in, tot hij vroeg of ik mijn overwinning wilde delen op sociale media.",gpt-5.6-terra,cf02955aefcfe12716339ebb1fc9b0189365c792683379d5e59006cf06a8b153
acl-1,T11-A2,T11,"Media, technologie en mobiele telefoons",A2,baseline,freek,Mijn telefoon meldde: ‘Uw schermtijd is vandaag schokkend hoog.’ Ik dacht: eindelijk eerlijk nieuws. Alleen stond het bericht zelf nog zeven minuten in beeld.,gpt-5.6-terra,143db6ac7f7216f15b54e7873c41ece3563e310fe8729d28a291ea3b4418e367
acl-1,T11-C1,T11,"Media, technologie en mobiele telefoons",C1,script_opposition,none,"Tijdens het familie-uitje stuur ik mijn zoon: ‘Iedereen staat klaar bij de uitgang.’ Zijn telefoon licht op, hij veegt meteen de melding weg en zegt: ‘Mam, hier is echt nul bereik.’ Die jongen heeft blijkbaar alleen bereik voor ontkenning.",gpt-5.6-terra,49145838af2bdf0d5d2af5900d9b0a94e5bca2261bd99377bf9fdc9a2a6b8721
acl-1,T11-C2,T11,"Media, technologie en mobiele telefoons",C2,script_opposition,freek,"In de bus moest ik een app downloaden om een kaartje te kopen. Mijn batterij stond op één procent; de chauffeur zei: ‘Het systeem vraagt erom.’ Vroeger controleerde de conducteur je vervoerbewijs, nu controleert het vervoer of jij bestaat.",gpt-5.6-terra,4ba46fd1342b1fdd9fd84b4061dfe1782220de77eafb545c803b150c93b01f0e
acl-1,T11-E1,T11,"Media, technologie en mobiele telefoons",E1,validated_gtvh,none,"Bij de online les lijkt Sem voorbeeldig aanwezig: hij zit stil, knikt af en toe en stuurt vanaf zijn telefoon keurige reacties. Tot de docent om zijn schrift vraagt; Sems gezicht doet weer hetzelfde knikje, terwijl hij ergens anders tikt op de afspeelbalk.",gpt-5.6-terra,3edd6f9a584d2eb2735c0bb67e0d9c9752c847850ff111bc571fcb7738e89c26
acl-1,T11-E2,T11,"Media, technologie en mobiele telefoons",E2,validated_gtvh,freek,"Mijn telefoon geeft me twee keuzes: „Akkoord” of „doorgaan met minder persoonlijke ervaring”. Ik weiger; blijkbaar krijg ik nu privacy met krukken. Vervolgens vraagt de app mijn contacten, om mij weer helemaal mens te maken.",gpt-5.6-terra,613907a2ac4e01f4cf335e6322c3a2a68e86ccbe955567412184422a02f9f638
acl-1,T12-A1,T12,"Kunst, theater en cabaret",A1,baseline,none,"Ik speelde laatst in een experimenteel toneelstuk zonder decor. Na afloop zei een recensent: „Gedurfd, die leegte.” Ik zei: „Dank u, dat was de zaal na de pauze.”",gpt-5.6-terra,49f9507b1c745bf36d94ca2fbd79e6f4061be126a10e2778562d565b5b2238c8
acl-1,T12-A2,T12,"Kunst, theater en cabaret",A2,baseline,freek,"Ik was bij experimenteel theater. Na twintig minuten stilte fluisterde ik: „Wanneer begint het?” De vrouw naast me zei: „Sst, dit ís de pauze.”",gpt-5.6-terra,b186dbbe9ae5f44a9bd5f7f535b253f558805ac3167e9f95a675da109a9065ee
acl-1,T12-C1,T12,"Kunst, theater en cabaret",C1,script_opposition,none,"Ik was bij een experimentele voorstelling: fel podiumlicht, één vaas op een sokkel, en iedereen had een genummerd kaartje. De man sprak razendsnel, iemand stak zijn kaart op. Toen sloeg hij met een hamer: „Verkocht aan nummer 42 voor twaalfhonderd euro.”",gpt-5.6-terra,e14341320af81c21cb0526979603863efb62d8b3914744da9d269649b9ef5b88
